Playlist Index,GT Name,Retrieved Name
2,Rock with You - Single Version,Baby Don't Forget My Number
2,Billie Jean,Girl You Know It's True
2,The Way You Make Me Feel - 2012 Remaster,I Would Die 4 U
2,Bad - 2012 Remaster,Kill the Kool
2,Thriller,Part-Time Lover
2,Beat It - Single Version,When Smokey Sings
2,Man in the Mirror - 2012 Remaster,A Night To Remember
2,Human Nature,You Can't Hurry Love - Live
2,Always Something There to Remind Me,Burning Down The House
2,Let's Dance (Single Version) [2002 Remastered Version] - Single Version; 2002 Digital Remaster,Theme from S-Express
2,Every Little Thing She Does Is Magic - Remastered 2003,Bernadette
3,FourFiveSeconds,Party Monster
3,Feeling Myself,Livin' It Up
3,Liquor,Wild for the Night
3,Impatient,The One
3,All Eyes On You (feat. Chris Brown & Nicki Minaj),Audemar
3,How We Do Things (feat. Monty),The Party (This Is How We Do It)
3,Antidote,Hungarian Dance No.5 in G Minor
3,Right Hand,Bounce Back
3,m.A.A.d city,Time of Our Lives
3,Bandz A Make Her Dance,Video Chat
3,John Gotti,Aston Martin Music
3,The Night Is Still Young,NaNa
3,Bottoms Up - feat. Nicki Minaj,Mamacita
3,Bad Chick,This Ain't Sex
3,Jumpman,Birthday Bitch
3,Good Life,I Gotta Feeling
3,Hide Away,Stole the Show
3,California (feat. Tdot Illdude),KAE
3,No Type,Ayo
3,Dessert,Birthday Sex
3,White Iverson,Shimmy Shimmy Ya
3,Come Get Her,Late
3,Roses,Porcelain
3,Weekend (feat. Miguel),Good Vibrations
3,Loud,You Don't Know
3,Some Kind Of Drug,Jump Up
3,Ni**as In Paris,Hooray
3,Swish,7/11
3,No Role Modelz,Celebration
3,Batter Up,Yeah 3x
3,Back To Sleep,Loud
3,Jimmy Choo,In Da Club
3,Wavy (feat. Joe Moses),The Next Episode
3,"Ball Like This (feat. Future, Wiz Khalifa & Kid Ink)",Be Faithful
3,6 Foot 7 Foot,Good Life
3,Low Life,Temperature
3,WDYW,Finesse
3,Fade Away,Drop It Like It's Hot
3,Rap God,Bring Em Out
3,Moses,Take Me Away
3,Clique,Mask Off
3,Classic Man - Remix,Ignition - Remix
3,I Guess I'll Smoke (feat. Dizzy Wright & Layzie Bone),Cut Up
3,Black Skinhead,Bartender
3,Uber Everywhere,Birthday
3,Sub Me In,I Love Her
3,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,It Girl
3,Roll Up,Say It Right
3,Lifestyle,Good Times
3,Put On,Better When I'm Dancin'
3,Kings & Queens (Throw It Up),Bust A Move
3,Never Forget You,Play That Funky Music
3,Studio,Nicotine
3,Xanny Family,Cheap Thrills
3,Astronaut (feat. Jspec),Paper Planes
3,Famous,Ms. Jackson
3,Headlines,Don't Stop
3,DnF,Hips Don't Lie
3,Saved (feat. E-40),Can't Stop the Feeling
3,Panda,Sugar (feat. Wynter)
3,Middle,Locked Out Of Heaven
3,Say Aah - feat. Fabolous,Party Rock Anthem
3,One Dance,Toys
3,Needed Me,Stayin' Alive
3,Dangerous Woman,We Found Love
3,2 Phones,Beautiful People
3,Wicked,Roses
3,Milly Rock,Believer
3,Don't Let Me Down,Walking on Sunshine
3,L$D,Mercy
3,Too Good,Sweet Dreams (Are Made of This)
3,Look Alive,You Make My Dreams
3,All Night,Hey You
3,Girls Chase Boys,A Winter's Tale
3,Starships,Down The Line
3,Summer,Galway Girl
3,Bridges,Somebody Told Me
3,Broccoli (feat. Lil Yachty),Mr. Brightside
3,Money Longer,Viva La Vida
3,Traphouse,No Limit
3,Bad Mother F*cker,Hot N Cold
3,Alpha Omega,Sexy And I Know It
3,All Night Long,Sweet Child O' Mine
3,I'm Ready,Rolling in the Deep
3,Classic,Footloose
3,Without You (feat. Usher) - feat. Usher,London Bridge
3,Rather Be (feat. Jess Glynne),Hold On
3,IV. sweatpants,Shape of You
3,Two Weeks,You Shook Me All Night Long
3,Really Really,ABC
3,Time For That,Genie in a Bottle
3,Jordan Belfort,Just Dance
3,Flexicution,Call Me Maybe
3,Minnesota,Treasure
3,Blasé (feat. Future & Rae Sremmurd),Into You
3,Super Bass,Castle
3,Sweet Serenade,I Will Survive
3,Run It!,Dancing Queen
3,Low (feat T-Pain) - Feat T-Pain Album Version,All About That Bass
3,Beautiful Girls,Memories - Extended
3,Beautiful,Waka Waka (This Time for Africa) - K-Mix
3,New Flame,Don't Stop The Music
3,Teenage Dream,Grenade
3,Dog Days Are Over,Roar
3,Body Language - featuring T-Pain,Girls Just Want to Have Fun
3,We Can't Stop,Señorita
3,Kylie Jenner (feat. Elwood),Rock DJ
3,"All of Me (feat. Logic, ROZES)",Te Vas
3,Go Flex,24K Magic
3,Forbes,Price Tag
3,Sour Patch Kids,Limits
3,Super Rich Kids,TiK ToK
3,House Party,Boom Boom Pow
3,Tiimmy Turner,Pump It
3,Closer,Let's Get Retarded
3,Bad Intentions,Single Ladies (Put a Ring on It)
3,Black Beatles,Crazy In Love
3,Starving,On The Floor
3,Love Lockdown,Dynamite
3,Caroline,Break Your Heart
3,OOOUUU,Moves Like Jagger - Remix
3,Bacon,Lips Not Listening
3,X (feat. Future),Super Bass
3,Losin Control,Teenage Dream
3,Sex With Me,Shake It Off
3,Ballerina,Livin' la Vida Loca
3,DEVASTATED,Can't Stop
3,Don't You Worry Child (Radio Edit) [feat. John Martin],Get The Party Started
3,The Greatest,Radioactive
3,Do You Mind,Gangnam Style (강남스타일)
3,Bad Things (with Camila Cabello),Baby
3,E.T. - feat. Kanye West,It's My Life
3,through the late night,One More Time
3,Love Somebody,Sweet Home Alabama
3,Champagne and Pools (feat. Blackbear & Kyle),Hotel California
3,Too Easy,Bring It To Jesus
3,Chill Bill,Magic Dance
3,HeadBand (feat. 2 Chainz),I Wanna Dance With Somebody - Who Loves Me
3,Make Me (Cry),Mama
3,Fake Love,Hit Me With Your Best Shot
3,Sexy Bitch (feat. Akon) - feat. Akon,Ben
3,Latch,We Will Rock You
3,Party Monster,Thriller
3,Bounce Back,Earthquake
3,The Motto,Domino
3,Nikki,Hot In Herre
3,Bad and Boujee (feat. Lil Uzi Vert),Can't Feel My Face
3,Swang,my boy
3,T'd Up,All For You
3,Spaceships,Electric Feel
3,Uber,Africa
3,PRBLMS,Heathens
3,beibs in the trap,Toxic
3,Real Chill,Superstition
3,No Heart,September
3,T-Shirt,I'm So Excited
3,Try It,I Wanna Hold Your Hand
3,Nympho,Somewhere Over the Rainbow
3,Norf Norf,Runaway (U & I)
3,Wanderlust,Work
3,Always,Kiss
3,Moves,SOS
3,iSpy (feat. Lil Yachty),Poker Face
3,Gassed Up,Toxic
3,Fibonacci,Oops!...I Did It Again
3,I Need,Bad Romance
3,Rocketeer,Like A Prayer
3,Congratulations,Dark Horse
3,No Beer,Umbrella
3,Fuck You,Grenade
3,Turn Up the Music,Dancing On My Own
3,Kiss Kiss,Blow
3,The Show Goes On,Don't Speak
3,That's What I Like,Vogue
3,Living Single,Tainted Love
3,Reasons,A Human Body
3,Yamborghini High,One
3,I Feel It Coming,Where Is the Love?
3,Shining,Empire State Of Mind
3,Location,"New York, New York"
3,Get Your Shine On,Purple Rain
3,Angels (feat. Saba),Lucille
3,Jump,Cry Me a River
3,Tunnel Vision,Just the Way You Are
3,Rolex,Paris
3,foreign,Firework
3,No Limit,Partition
3,Check,SexyBack
3,Free Smoke,Love Somebody
3,Forever,Hotline Bling
3,No Frauds,Party In The U.S.A.
3,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",Stronger
3,Cute,Chandelier
3,lose,Uptown Girl
3,Misunderstood,Respect
3,HUMBLE.,Poker Face
3,DNA.,Better Left Unsaid
3,Party,Blow
3,Bang Bang,"Sugar, We're Goin Down"
3,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Shot At The Night
3,XO TOUR Llif3,Killing Me Softly
3,Die Trying,Piano Man
3,Really? Yeah!,Alone
3,Drowning (feat. Kodak Black),Airplanes
3,I'm the One,What Makes You Beautiful
3,Malibu,Budapest
3,Good Life (with G-Eazy & Kehlani),She Will Be Loved - Demo
3,Bad Bitch (feat. Ty Dolla $ign),Drank That
3,Schemin Up (feat. Drake and P. Reign),My Humps
3,Ballin,Mambo Mambo
3,Show Off,Macarena
3,Rainbow,Tubthumping
3,Magnolia,Red Red Wine
3,Harley,Umbrella
3,Get Right Witcha,The Greatest
3,Love Galore,(I Can’t Get No) Satisfaction
3,Prom,Sidewalks
3,Made Of Glass,Bb
3,Poor Fool,Pumped Up Kicks
3,goosebumps,Lit Thot
3,Signs,Wrecking Ball
3,Butterfly Effect,Hello
3,Body Like A Back Road,Halo
3,Don't Quit,Can't Feel My Face
3,Tone it Down (feat. Chris Brown),What's Up?
3,Woah Kemosabe,Seven Nation Army
3,Young Dumb & Broke REMIX,Problem
3,Classic (feat. POWERS),Wonderwall
3,Strip That Down,I'm Yours
3,Dan Bilzerian,Lose Yourself
3,4 AM,Black or White
3,Notification,rockstar
3,Vibin In This Bih,Walk This Way
3,Big Fish,I Want You Back
3,No Flockin,Love Yourself
3,Trap Paris (feat. Quavo & Ty Dolla $ign),Feel It Still
3,RAF,Shut Up
3,pick up the phone,XO TOUR Llif3
3,Yeah Right,What Do You Mean?
3,Homegirl,I Feel It Coming
4,Crackerman,Smells Like Teen Spirit
4,Where The River Goes,Under The Bridge
4,Don't You,Dani California
4,Change,Even Flow
4,You,Black Hole Sun
4,No Sense,Hunger Strike
4,Far Behind,Man in the Box
4,Blossom,Jeremy
4,Arrow,Lithium
4,Rain,Come As You Are
4,Mothers Dream,Rooster
4,Cover Me,The Pretender
4,He Calls Home,Learn to Fly
4,Them Bones,Scar Tissue
4,Hunger Strike,Californication
4,Man in the Box,All Apologies
4,Rooster,Killing In The Name
4,I Stay Away,Bulls On Parade
4,The Kids Aren't Alright,My Own Worst Enemy
4,Time to Relax,Stacy's Mom
4,Nitro (Youth Energy),One Step Closer
4,Bad Habit,In The End
4,Gotta Get Away,Numb
4,Genocide,Fall To Pieces
4,Something to Believe In,The Race
4,Come Out And Play (Keep ‘Em Separated),I Miss You
4,Self Esteem,All the Small Things
4,It'll Be a Long Time,Dirty Little Secret
4,Killboy Powerhead,"Swing, Swing"
4,What Happened to You?,Boulevard Of Broken Dreams
4,So Alone,American Idiot
4,Not the One,Basket Case
4,Smash,When I Come Around
4,Longview,Last Resort
4,Welcome to Paradise,Bring Me To Life
4,She,Complicated
4,When I Come Around,Misery Business
4,Head Like A Hole,Are You Gonna Be My Girl
4,Terrible Lie,Good Riddance (Time of Your Life)
4,Down In It,Use Somebody
4,Sanctified,Viva La Vida
4,Something I Can Never Have,Yellow
4,Kinda I Want To,Mr. Brightside
4,Sin,The Middle
4,That's What I Get,"You're Gonna Go Far, Kid"
4,The Only Time,The Kids Aren't Alright
4,Ringfinger,Pretty Fly (For A White Guy)
4,"Get Down, Make Love",Love Is Pain
4,Burn - From The Crow OST,The Boys Are Back In Town
4,Golgotha Tenement Blues,Livin' On A Prayer
4,The World I Know,You Give Love A Bad Name
4,December,Welcome To The Jungle
4,Where The River Flows,Sweet Child O' Mine
4,Shine,Paranoid
4,Good,Iron Man
4,Desperately Wanting,Pour Some Sugar on Me
4,Hey Jealousy,Don't Stop Believin'
4,Until I Fall Away,A Winter's Tale
4,Found Out About You,We Will Rock You
4,Allison Road,A Human Body
4,Follow You Down,Smoke On the Water
4,Fall Down,Free Bird
4,Good Intentions,Sweet Home Alabama
4,Walk On The Ocean,American Pie
4,Creep,Maybe I'm Amazed
4,Spin Spin Sugar,Hotel California
4,The Freshmen,Take It Easy
4,Inside Out,Do You Know
4,Lump,Rhiannon
4,Boll Weevil,Landslide
4,Peaches,Lola
4,Flagpole Sitta,"On ""Wild Horses"""
4,Spiderwebs,Sympathy For The Devil
4,Excuse Me Mr.,(I Can’t Get No) Satisfaction
4,Just A Girl,A Day In The Life - Remix
4,Happy Now?,Lucille
4,Different People,Misery
4,Hey You,Lucille
4,The Climb,Lucille
4,Sixteen,Strawberry Fields Forever - Take 7
4,Sunday Morning,Misery
4,Don't Speak,Twist and Shout
4,You Can Do It,Lucille
4,World Go 'Round,Ebenezer
4,End It On This,Bring It To Jesus
4,Tragic Kingdom,Ebenezer
4,Breakfast At Tiffany's,Ebenezer
4,Two Princes,Bring It To Jesus
4,Little Miss Can't Be Wrong,Brown Eyed Girl
4,Mmm Mmm Mmm Mmm,This Is The One
4,Brian Wilson - Live,Maggie May
4,Straw Hat And Old Dirty Hank - Live,Piano Man
4,Break Your Heart - Live,I Want You to Want Me
4,Jane - Live,Dream On
4,When I Fall - Live,Hallelujah
4,Hello City - Live,With Or Without You
4,What A Good Boy - Live,One
4,The Old Apartment - Live,Like A Rolling Stone
4,"Life, In A Nutshell - Live",Blowin' in the Wind
4,These Apples - Live,The Times They Are A Changin'
4,"If I Had $1,000,000 - Live",Wish You Were Here
4,If You Could Only See,Comfortably Numb
4,Counting Blue Cars (Tell Me Your Thoughts On God),"Another Brick in the Wall, Pt. 2"
4,Iris,Besame Mucho
4,Slide,Paint It Black
4,Real World,Highway to Hell
4,Long Day,Back in Black
4,3AM,Thunderstruck
4,Push,Smells Like Teen Spirit
4,Girl Like That,Under The Bridge
4,Back 2 Good,Closer
4,Hey Leonardo (She Likes Me for Me),Hurt
4,I Believe,Crazy Train
4,Roll To Me,Billie Jean
4,Misery,Thriller
4,Somebody to Shove,Ben
4,Black Gold,Like A Prayer
4,Runaway Train,...Baby One More Time
4,Keep It Up,Genie in a Bottle
4,Homesick,No Scrubs
4,Get on Out,Waterfalls
4,New World,My Own Prison
4,April Fool,With Arms Wide Open
4,Without a Trace,Higher
4,Growing Into You,One Headlight
4,The Sun Maid,6th Avenue Heartache
4,Losing My Religion,Three Marlenas
4,It's the End of the World As We Know It (And I Feel Fine),One
4,Drive,Enter Sandman
4,Try Not To Breathe,Master Of Puppets
4,Man On The Moon,Get Me Gone
4,Nightswimming,In The End
4,Orange Crush - Remastered,Losing My Religion
4,Hollywood,Strange
4,Salvation,Everybody Hurts
4,When You're Gone,Walking on Sunshine
4,Free To Decide,I Will Always Love You
4,Warchild,Girls Just Wanna Have Fun
4,Forever Yellow Skies,Time After Time
4,The Rebels,Sweet Dreams (Are Made of This)
4,I Just Shot John Lennon,Take On Me
4,Electric Blue,Once
4,I'm Still Remembering,Run to the Hills - Live
4,Will You Remember?,Hallowed Be Thy Name - Live '01
4,Joe,Digg It
4,Bosnia,A Winter's Tale
4,Ode To My Family,Horse With No Name
4,I Can't Be With You,London Calling
4,Twenty One,Should I Stay or Should I Go - Live
4,Zombie,Tainted Love
4,Empty,Barbie Girl
4,Everything I Said,Mama
4,The Icicle Melts,Everybody (Backstreet's Back) - Radio Edit
4,Disappointment,MMMBop
4,Ridiculous Thoughts,As Long as You Love Me
4,Dreaming My Dreams,Livin' la Vida Loca
4,Yeats' Grave,All Star
4,Daffodil Lament,Ice Ice Baby
4,No Need To Argue,Gangsta's Paradise
4,Dreams,Californication
4,Linger,Lose Yourself
4,Stupid Girl,Without Me
4,Only Happy When It Rains,Stan
4,Mother Mother,In Da Club
4,Angry Johnny,Gravity
4,No Rain,The Scientist
4,One Headlight,Drops of Jupiter
4,Black Hole Sun,Take Me Out
4,Loser,Seven Nation Army
4,Glycerine - Remastered,Feel Good Inc
4,1979,Chasing Cars
4,Bullet With Butterfly Wings,You're Beautiful
4,"Tonight, Tonight",Low
4,Cherub Rock,Omega
4,Zero,Say It Right
4,Disarm,Hustle Man
4,Today,Hot N Cold
4,Thirty-Three,Love Story
4,Tomorrow - Remastered,Halo
4,Pretty Fly (For A White Guy),Shut Up and Let Me Go
4,Everlong,Need You Now
4,Nearly Lost You,"Hey, Soul Sister"
4,All I Want,Just the Way You Are
4,Fell On Black Days,Teenage Dream
4,Rusty Cage,Born This Way
4,Would?,Rolling in the Deep
4,Jeremy,Make Me Happy
4,Even Flow,Camera One
4,Alive,Purple of the Sea
4,Mr. Self Destruct,Life With You
4,Piggy,I Told Em
4,Heresy,Year 3000
4,March Of The Pigs,Weak
4,Closer,SOS
4,Ruiner,Lovebug
4,The Becoming,Vindicated
4,I Do Not Want This,Shake It
4,Big Man With A Gun,Nine In The Afternoon
4,A Warm Place,Misery
4,Eraser,Teenagers
4,Reptile,Miss Murder
4,The Downward Spiral,Welcome to the Black Parade
4,Hurt,Smooth Criminal
4,Hello - Remastered,Stupid Girls
4,Roll with It - Remastered,Bleed It Out
4,Wonderwall - Remastered,Untouched
4,Don't Look Back in Anger - Remastered,Dirty Little Secret
4,Hey Now - Remastered,Hey There Delilah
4,Some Might Say - Remastered,See You Again
4,Cast No Shadow - Remastered,Burnin' Up
4,She's Electric - Remastered,Halo
4,Morning Glory - Remastered,100 Years
4,Champagne Supernova - Remastered,Strays
4,Broken Hearted Savior,Buttons
4,Sister Sweetly,Push
4,Turn The Light Out,Beverly Hills
4,Tomorrow Never Comes,Blue [Da Ba Dee]
4,It's Alright,Oriunde Ai Fi
4,Groove Thing,Clocks
4,Soul For Every Cowbooy,Sk8er Boi
4,Ellis Island,Just A Girl
4,Bittersweet,Bring Me To Life
4,Circle,Follow Me
4,Brother John,Someday
4,Selling The Drama,Feel Good Inc
4,I Alone,Don't Speak
4,Lightning Crashes,Unwritten
4,All Over You,Grindin
4,Name,Saturday Night's Alright (For Fighting)
4,Feed the Tree,When You Say Nothing At All - Live
4,Cannonball,In My Place
4,Machinehead - Remastered,The Zephyr Song
4,Swallowed - Remastered,By The Way
4,Open Up Your Eyes,Yellow
4,Sabotage,Clocks
4,Intergalactic - Digitally Remastered 2005,Smooth
4,"Hey Man, Nice Shot - Remastered Version",I Will Always Love You
4,One Of Us,Hero
4,Ballad Of Peter Pumpkinhead - 2001 - Remaster,When I'm Gone
4,Dear God - 2001 - Remaster,Wonderwall
5,Run Free,Never Too Late
5,The Death Of Me,Innocence
5,SECOND & SEBRING,Nightmare
5,Would You Still Be There,November Rain
5,Hail to the King,Broken
5,Do It Now Remember It Later,My Hero
5,"If I'm James Dean, You're Audrey Hepburn",Here
5,If You Can't Hang,The Reason
5,Caraphernelia,Knights Of Cydonia
5,I Don't Wanna Be In Love (Dance Floor Anthem),Livin' On A Prayer
5,The Final Episode (Let's Change Channel),My Immortal
5,Perfect Weapon,Hand Of Blood
5,In The End,Burn
5,Welcome To My Life,I'm with You
5,Stay Away From My Friends,Just Like You
5,The New National Anthem,Chasing Cars
5,Stained Glass Eyes And Colorful Tears,Apologize
5,Hold On Till May,It Will Rain
5,Fallen Angels,Sweet Child O' Mine
5,Wonderless,Don't Stop Believin'
5,A Match Into Water,the lonely
5,Bulls In The Bronx,Iris
5,Let Me Go,Click Click Boom
5,Knives and Pens,The Sound Of Silence
5,When You Can't Sleep At Night,Carry on Wayward Son
5,This War Is Ours,The Kids Aren't Alright
5,The Victim,Crush
5,The Abandoned,Ain't No Rest For The Wicked - Live
5,The Deceived,Animal I Have Become
5,You're Not Alone,Crawling
5,Feels Like Forever,Mockingbird
5,A Prophecy,Enter Sandman
5,Another Bottle Down - Tomba Remix,Smells Like Teen Spirit
5,Reckless & Relentless,Somebody That I Used To Know
5,Until The End - feat. Howard Jones,Radioactive
5,Killing You,Kiss From A Rose
5,Not The American Average,Painkiller
5,No Ordinary Love,So Far Away
5,Angel with a shotgun,Boulevard Of Broken Dreams
5,For You - Explicit LP Version,Love The Way You Lie
5,Time of Dying,Away From The Sun
5,What I Believe,Hysteria
5,Fire And Fury,Wish You Were Here
5,Everything Goes Black - Bonus Track,Zombie
5,Lost in You,American Idiot
5,Why,Decode
5,Terrible Things,Bat Out of Hell
5,Salvation,Teenage Dirtbag
5,Whataya Want from Me,Psychosocial
5,Pain,Drops of Jupiter
5,I Hate Everything About You,Tears Don't Fall
5,Riot,Stairway To Heaven
5,Afterimage,Rock You Like A Hurricane
5,Wake Me Up When September Ends,Paradise City
5,"Boulevard Of Broken Dreams - feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, Company [Album Version]",Pour Some Sugar on Me
5,Bring Me To Life,Smokin' In The Boys Room
5,Everybody's Fool,Through Glass
5,Going Under,My Immortal
5,My Immortal,The One That Got Away
5,Haunted,Hemorrhage (In My Hands)
5,Imaginary,Ong Ong
5,Taking Over Me,Wherever You Will Go
5,Hello,Left
5,My Last Breath,Bring Me To Life
5,Whisper,Back in Black
5,Call Me When You're Sober,Monster
5,Weight Of The World,All Summer Long
5,Lithium,Eye of the Tiger
5,Cloud Nine,Thunderstruck
5,Snow White Queen,Wasting My Time
5,Lacrymosa,Highway to Hell
5,Like You,The Pretender
5,Lose Control,House Of Broken Love
5,The Only One,7 Years
5,Your Star,Sharp Dressed Man
5,All That I Am Living For,Low Life
5,Good Enough,Given Up
5,Here Without You,Walk This Way
5,Not Strong Enough,Stay With Me
5,Until It's Gone,Scar Tissue
5,Rebellion (feat. Daron Malakian),Drive
5,I'd Do Anything,Right Now
5,Broken Glass,The Hurt & The Healer
5,Misery Loves My Company,Sk8er Boi
5,Home,Jesus Of Suburbia
5,Sandpaper,"Mama, I'm Coming Home"
5,Lights Go Out,Brother
5,Final Masquerade,Whole Lotta Love
5,Scars,My Own Prison
5,War Is The Answer,Call Me When You're Sober
5,Good Girls Bad Guys,Worn
5,Painkiller,Crazy Train
5,Exit Wounds,How You Remind Me - LP Mix
5,Scarred,Killing In The Name
5,I'll See You Someday,All The Small Things
5,Everybody's Fool,Every Rose Has It's Thorn
5,Lithium,Time Is Running Out
5,Tourniquet,Battery
5,What You Want,Rolling in the Deep
5,Made Of Stone,A Human Body
5,The Change,Dust In The Wind
5,My Heart Is Broken,One
5,The Other Side,In The End
5,Erase This,Viva La Vida
5,Lost In Paradise,Call Me
5,Sick,Wish I Had An Angel
5,The End Of The Dream,Misery Business
5,Oceans,Dear God
5,Never Go Back,Vertigo
5,Swimming Home,Killing Loneliness
5,DNA,Black Hole Sun
5,Without Walls,Come As You Are
5,You Only Live Once,Are You Gonna Be My Girl
5,We Stitch These Wounds,Float On
5,The Legacy,Hypnotize
5,Situations,Helena
5,Not Good Enough For Truth In Cliche',Pain
5,Until We Die,Back To Black
5,Forget About Me,I Miss You
5,The Drug In Me Is You,Love Will Tear Us Apart
5,Calling,With Arms Wide Open
5,Losing You,Fade to Black
5,What Can I Say,Supermassive Black Hole
5,Promise Me,She Will Be Loved - Demo
5,With Arms Wide Open,Breathe (2 AM)
5,King For A Day,Don't Cry
5,Déjà Vu,Kings and Queens
5,Within My Heart,Best Day Of My Life
5,Beautiful Nightmare,Bleed It Out
5,Empathy,Hallelujah
5,Done With Broken Hearts,Jeremy
5,As A Butterfly,Everybody's Changing
5,Falling Behind,Tainted Love
5,In My Arms,Let It Die
5,One Man Wolfpack,The Final Countdown
5,I'm Just A Kid,The Kill (Bury Me)
5,Zombie,Love Story
5,Stand In The Rain,Wonderwall
5,Lead Me Out of the Dark,E.T.
5,What I've Done,Behind Blue Eyes
5,Bleed It Out,Breakeven
5,Undead,R U Mine?
5,Everywhere I Go,When It's Time
5,No. 5,Stan
5,Perfect,The Ballad Of Mona Lisa
5,ハロウィーン・タウンへようこそ,Layla
5,サンディー・クローズを誘拐しろ,Sweet Dreams (Are Made Of This)
5,This Is The New Shit,Miserable At Best
5,The Beautiful People,All I Want
5,Sweet Dreams (Are Made Of This),When You're Gone
5,Fuck Everything,Whisper
5,Wake Up,You Give Love A Bad Name
5,No Pity for a Coward,I Caught Fire
5,Slaves to Substance,Poker Face
5,BURN IT DOWN,Angels
5,Given Up,Patience
5,Reincarnate,Stressed Out
5,Devil's Night,Before He Cheats
5,America,Hotel California
5,Abigail,Counting Stars
5,Take The Bullets Away (feat. Lacey Sturm),Unwell
5,All Around Me,When I'm Gone
5,Far Away,Straight to Hell
5,Lion,I Want It That Way
5,1000hp,"Take Me Home, Country Roads"
5,"Oh Well, Oh Well",Since U Been Gone
5,You're Dead Wrong,Fear Of The Dark - Live
5,Stay,Uprising
5,Ghosts,When You Were Young
5,"Sorry, Not Sorry",Dream On
5,Angels,Once
5,Worth A Thousand Words,Reach Out I'll Be There
5,Bullet,Highway Star
5,Keys To The Kingdom,Wrecking Ball
5,Miserable At Best,Heaven Is A Place On Earth
5,Guilty All The Same (feat. Rakim),Voodoo
5,Cinema - Skrillex Remix,Numb
5,Summit (feat. Ellie Goulding) - feat. Ellie Goulding,Slow Hands
5,Bruised And Scarred,"Sugar, We're Goin Down"
5,I'd Hate To Be You When People Find Out What This Song Is About,Can't Fight This Feeling
5,Kill EVERYBODY - Bare Noize Remix,Anything but Ordinary
5,Scary Monsters And Nice Sprites,Hate Me
5,Bangarang (feat. Sirah),Try
5,Nobody's Hero,Little Talks
5,Dubstep,Coin-Operated Boy
5,Boom Bass - Dubstep Mix,Master Of Puppets
5,Dead Man,Mr. Brightside
5,Strike Back,The Night We Met
5,Moving On,This Love
5,Headstrong,Gives You Hell
5,Broken - Featuring Amy Lee,Brick By Boring Brick
5,Fake It,Plush
5,Words As Weapons,Electric
5,I Will Not Bow,About A Girl
5,I'm So Sick,Californication
5,Breathe Today,Iron Man
5,Wrong Side Of Heaven,Detroit Rock City
5,Fashionably Late,Eye In The Sky
5,Bad Girls Club,Feel My Love
5,Heart Of Fire,Centuries
5,Love Isn't Always Fair,Won't Get Fooled Again
5,Saviour,Lights
5,Beautiful Remains,ocean eyes
5,Heaven's Calling,Nobody's Home
5,All Your Hate,It's Time
5,Even If I Could,What I've Done
5,Last Resort,Shut Up and Dance
5,Down With the Sickness,Come On Eileen
5,Bodies,Don't Look Back in Anger
5,Paralyzer,Sweet Home Alabama
5,I'm Not Okay (I Promise),Take Me To Church
5,Famous Last Words,Have You Ever Seen The Rain?
5,The Night,Free Fallin'
5,The Diary of Jane,Under The Bridge
5,So Cold - Remix,Brown Eyed Girl
5,What Lies Beneath,Born to Be Wild
5,Blow Me Away - Featuring Valora,Welcome To The Jungle
5,Resurrect The Sun,Should I Stay or Should I Go - Live
5,The Hanging Tree,Spirit In The Sky
5,The Hanging Tree - Rebel Remix,Renegades
5,Get Away With Murder,Holy Diver
5,Beauty Killer,Voices
5,Lollipop Luxury [feat. Nicki Minaj],It´s a Long Way to the Top
5,Get Physical,Cherry Bomb
5,Bohemian Rhapsody - Remastered 2011,Lucille
5,We're Takin' over! (feat. Deuce),Waiting For A Girl Like You
5,Poison Apple (feat. Jeffree Star),Don't Try So Hard
5,The Last Dance,Yellow
5,Candyland,Wind of Change
5,Bewitched (Unplugged) [feat. Haley Rose],It's My Life
5,I Don't Care,All Star
5,Mad World,More Than Words
5,Angel With A Shotgun,Clocks
5,Lock Me Up,Eye of the Tiger
5,It's Over When It's Over,Africa
5,Game Over,The Sounds Of Silence
5,Alone,Light My Fire
5,Earned It (Fifty Shades Of Grey),Sultans Of Swing
5,Can't Feel My Face,Refugee
5,Love Me Harder,Paint It Black
6,Cool for the Summer,Shape of You
6,Cool for the Summer,Roar
6,Trap Queen,What Do You Mean?
6,Where Are Ü Now (with Justin Bieber),YOUTH
6,Cheerleader - Felix Jaehn Remix Radio Edit,Chandelier
6,Want to Want Me,Sorry
6,Bitch Better Have My Money,Cake By The Ocean
6,Sugar,Gold
6,Love On Top,Another Love
6,Budapest,It's My Life
6,A Sky Full of Stars - Robin Schulz Edit,Hide Away
6,Dance with Me Tonight,Let It Go
6,POWER,Elastic Heart
6,This Summer,Starboy
6,Waiting For Love,"Sit Still, Look Pretty"
6,Talking Body,One Call Away
6,Levels,Hello
6,My Way (feat. Monty),Lush Life
6,What Do You Mean?,Same Old Love
6,How Will I Know,Cool for the Summer
6,I'm Coming Out,Renegades
6,You're Never Fully Dressed Without a Smile (2014 Film Version),Wildest Dreams
6,Mr. Brightside,Jump Up
6,Maneater - Remastered,Cheap Thrills
6,Breakin' Dishes,Faded
6,Let's Groove,Heaven
6,Come On Eileen,Stitches
